|6.6.6
continental_crust_1.tab                                                                             
           2
T(K)    
   273.00000000000000     
   19.576923076923077     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1388.88        3847.12        3028.40       0.330835E-004   1196.22        6.57299        3.15756      -0.122688E+008
  1408.46        3847.12        3089.66       0.347384E-004   1192.00        6.64936        3.19425      -0.121708E+008
  1428.04        3847.12        3181.94       0.368348E-004   1184.61        6.80579        3.26939      -0.120513E+008
  1447.62        3847.12        3265.94       0.389831E-004   1177.78        6.93661        3.33224      -0.119353E+008
  1467.19        3847.12        3263.61       0.391971E-004   1179.17        6.93179        3.32993      -0.119083E+008
  1486.77        3847.12        3261.25       0.394115E-004   1180.52        6.92692        3.32758      -0.118809E+008
  1506.35        3847.12        3258.92       0.396245E-004   1181.84        6.92181        3.32513      -0.118535E+008
  1525.92        3847.12        3248.58       0.380803E-004   1175.07        6.71856        3.22749      -0.118296E+008
  1545.50        3847.12        3244.70       0.378189E-004   1174.03        6.66108        3.19988      -0.118010E+008
  1565.08        3847.12        3242.60       0.379685E-004   1174.93        6.64948        3.19431      -0.117724E+008
  1584.65        3847.12        3240.33       0.381302E-004   1175.93        6.63864        3.18910      -0.117451E+008
  1604.23        3847.12        3238.12       0.382881E-004   1176.69        6.62676        3.18339      -0.117165E+008
  1623.81        3847.12        3235.96       0.384503E-004   1177.66        6.61618        3.17831      -0.116881E+008
  1643.38        3847.12        3233.89       0.386135E-004   1178.35        6.60459        3.17274      -0.116577E+008
  1662.96        3847.12        3231.49       0.387884E-004   1179.29        6.59388        3.16760      -0.116313E+008
  1682.54        3847.12        3229.04       0.388002E-004   1178.19        6.58426        3.16298      -0.116029E+008
  1702.12        3847.12        3381.65       0.285417E-004   1095.19        5.99754        2.88113      -0.110228E+008
  1721.69        3847.12        3429.30       0.253076E-004   1070.74        5.80991        2.79099      -0.108400E+008
  1741.27        3847.12        3427.60       0.254388E-004   1071.76        5.79791        2.78523      -0.108190E+008
  1760.85        3847.12        3425.89       0.255713E-004   1072.76        5.78588        2.77945      -0.107980E+008
  1780.42        3847.12        3424.17       0.257051E-004   1073.74        5.77380        2.77364      -0.107770E+008
  1800.00        3847.12        3422.44       0.258403E-004   1074.71        5.76169        2.76783      -0.107560E+008
  273.000        5129.15        3029.03       0.210692E-004   714.452        6.45368        3.10025      -0.133230E+008
  292.577        5129.15        3027.72       0.217177E-004   752.074        6.44987        3.09842      -0.133082E+008
  312.154        5129.15        3027.18       0.230306E-004   786.948        6.41410        3.08123      -0.132920E+008
  331.731        5129.15        3025.73       0.237115E-004   817.492        6.40537        3.07704      -0.132754E+008
  351.308        5129.15        3022.79       0.234397E-004   843.426        6.44289        3.09506      -0.132586E+008
  370.885        5129.15        3021.15       0.239727E-004   868.534        6.43666        3.09207      -0.132415E+008
  390.462        5129.15        3019.45       0.244740E-004   891.533        6.43032        3.08903      -0.132240E+008
  410.038        5129.15        3006.99       0.247521E-004   912.436        6.41550        3.08190      -0.132054E+008
  429.615        5129.15        2947.58       0.325664E-004   941.414        5.76710        2.77042      -0.131680E+008
  449.192        5129.15        2873.74       0.326118E-004   957.406        5.64393        2.71125      -0.131422E+008
  468.769        5129.15        2870.50       0.331303E-004   974.004        5.63333        2.70617      -0.131229E+008
  488.346        5129.15        2868.20       0.336728E-004   989.463        5.62219        2.70081      -0.131031E+008
  507.923        5129.15        2866.08       0.341762E-004   1003.88        5.61346        2.69662      -0.130834E+008
  527.500        5129.15        2863.78       0.347207E-004   1017.42        5.60247        2.69134      -0.130632E+008
  547.077        5129.15        2861.42       0.353645E-004   1030.28        5.58892        2.68483      -0.130427E+008
  566.654        5129.15        2859.14       0.358342E-004   1042.30        5.57949        2.68030      -0.130221E+008
  586.231        5129.15        2857.00       0.364560E-004   1053.97        5.56600        2.67382      -0.130014E+008
  605.808        5129.15        2854.83       0.371012E-004   1065.10        5.55206        2.66713      -0.129805E+008
  625.385        5129.15        2849.68       0.377195E-004   1075.80        5.53221        2.65759      -0.129589E+008
  644.962        5129.15        2831.08       0.393495E-004   1088.84        5.43351        2.61018      -0.129347E+008
  664.538        5129.15        2807.76       0.395993E-004   1098.07        5.38142        2.58515      -0.129096E+008
  684.115        5129.15        2806.02       0.403766E-004   1107.85        5.36645        2.57796      -0.128877E+008
  703.692        5129.15        2799.95       0.405707E-004   1111.71        5.34132        2.56589      -0.128590E+008
  723.269        5129.15        2802.81       0.418026E-004   1125.79        5.33578        2.56322      -0.128398E+008
  742.846        5129.15        2789.71       0.412707E-004   1119.51        5.30770        2.54974      -0.128112E+008
  762.423        5129.15        2778.75       0.412132E-004   1121.81        5.29806        2.54511      -0.127848E+008
  782.000        5129.15        2763.65       0.410995E-004   1126.82        5.29723        2.54471      -0.127587E+008
  801.577        5129.15        2743.08       0.406158E-004   1130.97        5.30364        2.54779      -0.127311E+008
  821.154        5129.15        2741.23       0.418981E-004   1138.22        5.27965        2.53626      -0.127088E+008
  840.731        5129.15        2741.13       0.435068E-004   1145.63        5.25340        2.52365      -0.126861E+008
  860.308        5129.15        2737.32       0.453299E-004   1153.47        5.22026        2.50773      -0.126635E+008
  879.885        5129.15        2735.31       0.477742E-004   1161.90        5.18200        2.48935      -0.126406E+008
  899.462        5129.15        2732.99       0.511321E-004   1171.61        5.13326        2.46594      -0.126177E+008
  919.038        5129.15        2730.56       0.562041E-004   1183.73        5.06822        2.43470      -0.125944E+008
  938.615        5129.15        2727.77       0.653734E-004   1201.89        4.97016        2.38759      -0.125709E+008
  958.192        5129.15        2724.19       0.919392E-004   1245.97        4.77478        2.29373      -0.125469E+008
  977.769        5129.15        2718.91       0.254311E-004   1149.03        5.86524        2.81757      -0.125218E+008
  997.346        5129.15        2725.43       0.237186E-004   1153.27        5.85510        2.81270      -0.124914E+008
  1016.92        5129.15        2724.78       0.238910E-004   1157.10        5.84927        2.80990      -0.124697E+008
  1036.50        5129.15        2723.46       0.240233E-004   1160.99        5.84761        2.80910      -0.124596E+008
  1056.08        5129.15        2723.21       0.242238E-004   1164.51        5.83952        2.80521      -0.124319E+008
  1075.65        5129.15        2721.99       0.243657E-004   1168.16                 NaN            NaN -0.124196E+008
  1095.23        5129.15        2720.20       0.244621E-004   1171.86        5.83876        2.80485      -0.124174E+008
  1114.81        5129.15        2731.41       0.243567E-004   1174.68                 NaN            NaN -0.124098E+008
  1134.38        5129.15        2767.29       0.235876E-004   1177.26        6.02132        2.89255      -0.123869E+008
  1153.96        5129.15        2782.77       0.238015E-004   1181.71                 NaN            NaN -0.123828E+008
  1173.54        5129.15        2791.49       0.244662E-004   1187.20        6.07583        2.91873      -0.124020E+008
  1193.12        5129.15        2806.95       0.253197E-004   1192.44        6.08821        2.92468      -0.124149E+008
  1212.69        5129.15        2808.27       0.256920E-004   1195.84        6.09278        2.92688      -0.124161E+008
  1232.27        5129.15        2811.69       0.261865E-004   1199.10                 NaN            NaN -0.124163E+008
  1251.85        5129.15        2818.27       0.268742E-004   1202.18                 NaN            NaN -0.124145E+008
  1271.42        5129.15        2835.26       0.282382E-004   1204.86                 NaN            NaN -0.123986E+008
  1291.00        5129.15        2850.71       0.294653E-004   1207.43        6.13217        2.94580      -0.123945E+008
  1310.58        5129.15        2861.85       0.299139E-004   1208.73        6.17054        2.96423      -0.123961E+008
  1330.15        5129.15        2874.12       0.301175E-004   1208.89        6.22436        2.99009      -0.123968E+008
  1349.73        5129.15        2892.41       0.304412E-004   1207.48        6.29365        3.02337      -0.123917E+008
  1369.31        5129.15        2924.35       0.310277E-004   1204.31        6.38286        3.06623      -0.123628E+008
  1388.88        5129.15        3034.25       0.328765E-004   1196.37        6.59489        3.16808      -0.122398E+008
  1408.46        5129.15        3058.26       0.337965E-004   1195.50        6.61167        3.17615      -0.121800E+008
  1428.04        5129.15        3187.66       0.366930E-004   1184.70        6.81953        3.27600      -0.120251E+008
