|6.6.6
harz_wet_1.tab                                                                                      
           2
T(K)    
   273.00000000000000     
   17.012820512820515     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           9
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  902.474        84615.5        3380.60       0.252017E-004  0.553981E-006   1235.11        8.89746        4.27420      -0.111082E+008
  919.487        84615.5        3379.21       0.252870E-004  0.555206E-006   1239.72        8.89184        4.27150      -0.110866E+008
  936.500        84615.5        3377.79       0.253712E-004  0.556436E-006   1244.18        8.88624        4.26881      -0.110650E+008
  953.513        84615.5        3376.37       0.254544E-004  0.557673E-006   1248.50        8.88063        4.26612      -0.110434E+008
  970.526        84615.5        3383.11       0.193258E-004  0.635595E-006   1233.06        8.25403        3.96511      -0.107737E+008
  987.538        84615.5        3382.69       0.194003E-004  0.637350E-006   1236.76        8.24425        3.96041      -0.107466E+008
  1004.55        84615.5        3382.22       0.194736E-004  0.639100E-006   1240.35        8.23460        3.95578      -0.107199E+008
  1021.56        84615.5        3381.75       0.195465E-004  0.640860E-006   1243.81        8.22496        3.95114      -0.106932E+008
  1038.58        84615.5        3381.20       0.196182E-004  0.642613E-006   1247.17        8.21549        3.94659      -0.106669E+008
  1055.59        84615.5        3380.65       0.196896E-004  0.644374E-006   1250.42        8.20602        3.94204      -0.106407E+008
  1072.60        84615.5        3380.04       0.197598E-004  0.646130E-006   1253.58        8.19671        3.93757      -0.106149E+008
  1089.62        84615.5        3379.42       0.198298E-004  0.647894E-006   1256.63        8.18740        3.93310      -0.105890E+008
  1106.63        84615.5        3378.71       0.198984E-004  0.649647E-006   1259.60        8.17832        3.92874      -0.105638E+008
  1123.64        84615.5        3378.05       0.199677E-004  0.651422E-006   1262.46        8.16909        3.92430      -0.105382E+008
  1140.65        84615.5        3377.21       0.200341E-004  0.653160E-006   1265.28        8.16036        3.92011      -0.105141E+008
  1157.67        84615.5        3376.56       0.201034E-004  0.654961E-006   1267.95        8.15104        3.91564      -0.104881E+008
  1174.68        84615.5        3375.76       0.201704E-004  0.656731E-006   1270.58        8.14215        3.91136      -0.104634E+008
  1191.69        84615.5        3374.95       0.202374E-004  0.658512E-006   1273.12        8.13325        3.90709      -0.104387E+008
  1208.71        84615.5        3374.31       0.203068E-004  0.660347E-006   1275.54        8.12388        3.90258      -0.104125E+008
  1225.72        84615.5        3373.23       0.203699E-004  0.662079E-006   1277.99        8.11568        3.89865      -0.103900E+008
  1242.73        84615.5        3372.74       0.204416E-004  0.663975E-006   1280.20        8.10586        3.89393      -0.103624E+008
  1259.74        84615.5        3371.41       0.205013E-004  0.665664E-006   1282.58        8.09830        3.89030      -0.103419E+008
  1276.76        84615.5        3370.45       0.205664E-004  0.667462E-006   1284.78        8.08971        3.88617      -0.103182E+008
  1293.77        84615.5        3369.49       0.206316E-004  0.669271E-006   1286.90        8.08110        3.88204      -0.102944E+008
  1310.78        84615.5        3368.60       0.206979E-004  0.671107E-006   1288.94        8.07231        3.87781      -0.102700E+008
  1327.79        84615.5        3367.49       0.207613E-004  0.672900E-006   1290.97        8.06405        3.87384      -0.102473E+008
  1344.81        84615.5        3366.39       0.208248E-004  0.674706E-006   1292.93        8.05576        3.86986      -0.102246E+008
  1361.82        84615.5        3365.41       0.208904E-004  0.676556E-006   1294.79        8.04713        3.86572      -0.102007E+008
  1378.83        84615.5        3364.33       0.209547E-004  0.678392E-006   1296.62        8.03873        3.86168      -0.101776E+008
  1395.85        84615.5        3363.25       0.210191E-004  0.680240E-006   1298.39        8.03032        3.85764      -0.101545E+008
  1412.86        84615.5        3362.13       0.210834E-004  0.682091E-006   1300.11        8.02197        3.85363      -0.101316E+008
  1429.87        84615.5        3361.02       0.211478E-004  0.683954E-006   1301.77        8.01360        3.84961      -0.101086E+008
  1446.88        84615.5        3359.87       0.212120E-004  0.685821E-006   1303.38        8.00529        3.84562      -0.100859E+008
  1463.90        84615.5        3358.73       0.212764E-004  0.687701E-006   1304.93        7.99696        3.84162      -0.100631E+008
  1480.91        84615.5        3357.55       0.213407E-004  0.689585E-006   1306.44        7.98868        3.83764      -0.100405E+008
  1497.92        84615.5        3356.37       0.214052E-004  0.691482E-006   1307.89        7.98039        3.83365      -0.100179E+008
  1514.94        84615.5        3355.17       0.214696E-004  0.693385E-006   1309.30        7.97213        3.82969      -0.999545E+007
  1531.95        84615.5        3353.97       0.215343E-004  0.695300E-006   1310.66        7.96386        3.82571      -0.997297E+007
  1548.96        84615.5        3352.74       0.215990E-004  0.697222E-006   1311.97        7.95562        3.82176      -0.995063E+007
  1565.97        84615.5        3351.51       0.216639E-004  0.699157E-006   1313.23        7.94737        3.81779      -0.992827E+007
  1582.99        84615.5        3350.26       0.217288E-004  0.701099E-006   1314.45        7.93914        3.81384      -0.990604E+007
  1600.00        84615.5        3349.01       0.217940E-004  0.703054E-006   1315.62        7.93090        3.80988      -0.988379E+007
  273.000        85897.6        3648.29       0.210897E-004  0.480274E-006   745.644        9.27009        4.45321      -0.105494E+008
  290.013        85897.6        3647.00       0.219775E-004  0.481050E-006   789.110        9.26860        4.45249      -0.105364E+008
  307.026        85897.6        3645.77       0.227653E-004  0.481834E-006   827.396        9.26702        4.45173      -0.105225E+008
  324.038        85897.6        3644.39       0.234675E-004  0.482668E-006   861.412        9.26514        4.45083      -0.105082E+008
  341.051        85897.6        3642.89       0.240959E-004  0.483548E-006   891.849        9.26297        4.44979      -0.104932E+008
  358.064        85897.6        3641.59       0.246609E-004  0.484398E-006   919.241        9.26089        4.44879      -0.104777E+008
  375.077        85897.6        3640.02       0.251717E-004  0.485314E-006   944.071        9.25845        4.44762      -0.104619E+008
  392.090        85897.6        3638.50       0.256349E-004  0.486239E-006   966.672        9.25590        4.44639      -0.104456E+008
  409.103        85897.6        3636.97       0.260572E-004  0.487180E-006   987.349        9.25321        4.44510      -0.104289E+008
  426.115        85897.6        3635.42       0.264439E-004  0.488141E-006   1006.35        9.25037        4.44374      -0.104119E+008
  443.128        85897.6        3551.18       0.227843E-004  0.608728E-006   1030.87        8.54580        4.10527      -0.103713E+008
  460.141        85897.6        3549.88       0.230456E-004  0.610154E-006   1046.78        8.54058        4.10276      -0.103536E+008
  477.154        85897.6        3548.56       0.232884E-004  0.611602E-006   1061.61        8.53526        4.10021      -0.103356E+008
  494.167        85897.6        3547.22       0.235150E-004  0.613074E-006   1075.46        8.52984        4.09760      -0.103174E+008
  511.179        85897.6        3545.85       0.237274E-004  0.614569E-006   1088.44        8.52431        4.09495      -0.102989E+008
  528.192        85897.6        3391.76       0.184731E-004  0.824823E-006   1098.08        7.51300        3.60913      -0.102672E+008
  545.205        85897.6        3575.32       0.221221E-004  0.547347E-006   1044.77        8.73398        4.19567      -0.103950E+008
  562.218        85897.6        3574.39       0.222655E-004  0.548279E-006   1055.11        8.72958        4.19355      -0.103773E+008
  579.231        85897.6        3573.49       0.224006E-004  0.549193E-006   1064.90        8.72522        4.19146      -0.103595E+008
  596.244        85897.6        3572.66       0.225280E-004  0.550083E-006   1074.18        8.72095        4.18941      -0.103415E+008
  613.256        85897.6        3571.83       0.226491E-004  0.550970E-006   1083.00        8.71667        4.18735      -0.103234E+008
  630.269        85897.6        3571.05       0.227639E-004  0.551834E-006   1091.38        8.71248        4.18534      -0.103052E+008
  647.282        85897.6        3570.30       0.228733E-004  0.552686E-006   1099.35        8.70833        4.18335      -0.102868E+008
  664.295        85897.6        3473.74       0.208292E-004  0.659420E-006   1132.83        8.06782        3.87566      -0.102057E+008
  681.308        85897.6        3472.99       0.209234E-004  0.660714E-006   1140.12        8.06231        3.87301      -0.101867E+008
  698.321        85897.6        3472.84       0.209974E-004  0.661458E-006   1146.79        8.05948        3.87165      -0.101682E+008
  715.333        85897.6        3473.15       0.210615E-004  0.661890E-006   1152.92        8.05792        3.87090      -0.101498E+008
  732.346        85897.6        3472.79       0.211313E-004  0.662750E-006   1159.04        8.05467        3.86934      -0.101309E+008
  749.359        85897.6        3472.76       0.211957E-004  0.663430E-006   1164.74        8.05205        3.86808      -0.101121E+008
  766.372        85897.6        3503.42       0.220222E-004  0.609363E-006   1152.43        8.30457        3.98938      -0.101370E+008
  783.385        85897.6        3502.62       0.221139E-004  0.610962E-006   1158.12        8.29629        3.98541      -0.101172E+008
  800.397        85897.6        3501.89       0.221774E-004  0.612086E-006   1163.52        8.29124        3.98298      -0.100978E+008
  817.410        85897.6        3500.92       0.222462E-004  0.613311E-006   1168.80        8.28581        3.98037      -0.100782E+008
  834.423        85897.6        3500.10       0.223147E-004  0.614590E-006   1173.82        8.27985        3.97751      -0.100585E+008
  851.436        85897.6        3499.25       0.223818E-004  0.615876E-006   1178.67        8.27391        3.97466      -0.100387E+008
  868.449        85897.6        3498.49       0.224466E-004  0.617170E-006   1183.30        8.26784        3.97174      -0.100189E+008
  885.462        85897.6        3384.34       0.250243E-004  0.550749E-006   1230.15        8.91580        4.28301      -0.110932E+008
  902.474        85897.6        3382.96       0.251101E-004  0.551956E-006   1234.93        8.91022        4.28033      -0.110717E+008
  919.487        85897.6        3381.56       0.251948E-004  0.553170E-006   1239.54        8.90462        4.27764      -0.110500E+008
  936.500        85897.6        3380.15       0.252784E-004  0.554391E-006   1244.00        8.89903        4.27496      -0.110285E+008
  953.513        85897.6        3378.73       0.253611E-004  0.555618E-006   1248.32        8.89344        4.27227      -0.110069E+008
  970.526        85897.6        3390.67       0.231605E-004  0.564201E-006   1244.12        8.79679        4.22584      -0.110046E+008
  987.538        85897.6        3389.33       0.232295E-004  0.565361E-006   1248.19        8.79129        4.22320      -0.109834E+008
  1004.55        85897.6        3383.28       0.193309E-004  0.634765E-006   1240.67        8.26097        3.96844      -0.106975E+008
  1021.56        85897.6        3382.81       0.194030E-004  0.636503E-006   1244.13        8.25134        3.96382      -0.106708E+008
  1038.58        85897.6        3382.30       0.194742E-004  0.638243E-006   1247.49        8.24180        3.95923      -0.106444E+008
  1055.59        85897.6        3381.79       0.195454E-004  0.639995E-006   1250.73        8.23222        3.95463      -0.106178E+008
  1072.60        85897.6        3381.20       0.196151E-004  0.641734E-006   1253.88        8.22287        3.95014      -0.105918E+008
  1089.62        85897.6        3380.39       0.196815E-004  0.643425E-006   1256.99        8.21413        3.94594      -0.105677E+008
  1106.63        85897.6        3379.82       0.197513E-004  0.645192E-006   1259.92        8.20468        3.94140      -0.105414E+008
  1123.64        85897.6        3379.17       0.198198E-004  0.646947E-006   1262.78        8.19544        3.93696      -0.105157E+008
  1140.65        85897.6        3378.55       0.198886E-004  0.648721E-006   1265.54        8.18610        3.93248      -0.104897E+008
  1157.67        85897.6        3377.92       0.199572E-004  0.650502E-006   1268.21        8.17679        3.92800      -0.104637E+008
  1174.68        85897.6        3377.11       0.200232E-004  0.652247E-006   1270.84        8.16795        3.92375      -0.104392E+008
  1191.69        85897.6        3376.26       0.200887E-004  0.653993E-006   1273.40        8.15919        3.91955      -0.104149E+008
  1208.71        85897.6        3375.30       0.201527E-004  0.655722E-006   1275.90        8.15071        3.91548      -0.103915E+008
  1225.72        85897.6        3374.37       0.202170E-004  0.657467E-006   1278.32        8.14215        3.91136      -0.103679E+008
  1242.73        85897.6        3373.72       0.202855E-004  0.659299E-006   1280.57        8.13278        3.90686      -0.103416E+008
  1259.74        85897.6        3372.84       0.203508E-004  0.661080E-006   1282.82        8.12404        3.90266      -0.103174E+008
  1276.76        85897.6        3371.95       0.204159E-004  0.662870E-006   1284.99        8.11530        3.89846      -0.102931E+008
  1293.77        85897.6        3371.02       0.204807E-004  0.664661E-006   1287.11        8.10665        3.89431      -0.102691E+008
  1310.78        85897.6        3369.88       0.205425E-004  0.666409E-006   1289.22        8.09854        3.89041      -0.102469E+008
  1327.79        85897.6        3368.82       0.206057E-004  0.668189E-006   1291.24        8.09019        3.88640      -0.102239E+008
  1344.81        85897.6        3368.11       0.206739E-004  0.670070E-006   1293.08        8.08090        3.88194      -0.101978E+008
  1361.82        85897.6        3367.19       0.207395E-004  0.671910E-006   1294.92        8.07213        3.87772      -0.101734E+008
  1378.83        85897.6        3365.98       0.208009E-004  0.673686E-006   1296.79        8.06412        3.87388      -0.101516E+008
  1395.85        85897.6        3364.91       0.208645E-004  0.675508E-006   1298.56        8.05574        3.86985      -0.101285E+008
  1412.86        85897.6        3363.80       0.209279E-004  0.677334E-006   1300.27        8.04741        3.86585      -0.101056E+008
  1429.87        85897.6        3362.73       0.209920E-004  0.679182E-006   1301.92        8.03896        3.86179      -0.100823E+008
  1446.88        85897.6        3361.64       0.210560E-004  0.681034E-006   1303.51        8.03056        3.85776      -0.100592E+008
  1463.90        85897.6        3360.50       0.211196E-004  0.682888E-006   1305.07        8.02226        3.85377      -0.100364E+008
  1480.91        85897.6        3359.37       0.211835E-004  0.684756E-006   1306.56        8.01391        3.84976      -0.100135E+008
  1497.92        85897.6        3358.20       0.212472E-004  0.686628E-006   1308.01        8.00562        3.84578      -0.999088E+007
  1514.94        85897.6        3357.01       0.213108E-004  0.688504E-006   1309.41        7.99739        3.84182      -0.996842E+007
  1531.95        85897.6        3355.85       0.213751E-004  0.690402E-006   1310.75        7.98905        3.83781      -0.994560E+007
  1548.96        85897.6        3354.67       0.214393E-004  0.692305E-006   1312.05        7.98076        3.83383      -0.992299E+007
  1565.97        85897.6        3353.45       0.215034E-004  0.694214E-006   1313.31        7.97251        3.82987      -0.990056E+007
  1582.99        85897.6        3352.24       0.215678E-004  0.696136E-006   1314.51        7.96424        3.82590      -0.987808E+007
  1600.00        85897.6        3351.00       0.216322E-004  0.698065E-006   1315.67        7.95601        3.82194      -0.985575E+007
  273.000        87179.6        3650.54       0.210320E-004  0.478941E-006   745.107        9.27947        4.45771      -0.105145E+008
  290.013        87179.6        3649.32       0.219173E-004  0.479699E-006   788.601        9.27805        4.45703      -0.105014E+008
  307.026        87179.6        3647.95       0.227030E-004  0.480505E-006   826.928        9.27635        4.45621      -0.104877E+008
  324.038        87179.6        3646.65       0.234031E-004  0.481322E-006   860.959        9.27452        4.45534      -0.104732E+008
  341.051        87179.6        3645.22       0.240299E-004  0.482175E-006   891.417        9.27249        4.45436      -0.104583E+008
  358.064        87179.6        3643.95       0.245931E-004  0.483017E-006   918.828        9.27041        4.45336      -0.104428E+008
  375.077        87179.6        3642.35       0.251023E-004  0.483935E-006   943.679        9.26794        4.45217      -0.104270E+008
  392.090        87179.6        3641.06       0.255639E-004  0.484812E-006   966.279        9.26557        4.45104      -0.104106E+008
  409.103        87179.6        3639.37       0.259852E-004  0.485776E-006   986.989        9.26277        4.44969      -0.103940E+008
  426.115        87179.6        3637.84       0.263707E-004  0.486726E-006   1006.00        9.25997        4.44835      -0.103770E+008
  443.128        87179.6        3554.08       0.226774E-004  0.605554E-006   1030.59        8.56089        4.11252      -0.103356E+008
  460.141        87179.6        3552.88       0.229369E-004  0.606947E-006   1046.51        8.55575        4.11005      -0.103178E+008
  477.154        87179.6        3551.51       0.231784E-004  0.608384E-006   1061.35        8.55044        4.10750      -0.102999E+008
  494.167        87179.6        3550.23       0.234033E-004  0.609834E-006   1075.20        8.54503        4.10490      -0.102816E+008
  511.179        87179.6        3548.85       0.236146E-004  0.611304E-006   1088.18        8.53959        4.10228      -0.102631E+008
  528.192        87179.6        3547.52       0.238129E-004  0.612789E-006   1100.36        8.53405        4.09962      -0.102444E+008
  545.205        87179.6        3546.09       0.240003E-004  0.614311E-006   1111.83        8.52836        4.09689      -0.102255E+008
  562.218        87179.6        3576.98       0.221782E-004  0.546020E-006   1054.90        8.74300        4.20000      -0.103419E+008
  579.231        87179.6        3576.10       0.223125E-004  0.546921E-006   1064.69        8.73868        4.19793      -0.103241E+008
  596.244        87179.6        3575.29       0.224390E-004  0.547791E-006   1073.96        8.73446        4.19590      -0.103062E+008
  613.256        87179.6        3574.47       0.225594E-004  0.548668E-006   1082.78        8.73021        4.19386      -0.102881E+008
  630.269        87179.6        3573.98       0.226702E-004  0.549375E-006   1091.03        8.72660        4.19212      -0.102700E+008
  647.282        87179.6        3572.98       0.227819E-004  0.550351E-006   1099.12        8.72195        4.18989      -0.102515E+008
  664.295        87179.6        3572.28       0.228856E-004  0.551177E-006   1106.71        8.71787        4.18793      -0.102331E+008
  681.308        87179.6        3571.58       0.229851E-004  0.552002E-006   1113.97        8.71380        4.18597      -0.102145E+008
  698.321        87179.6        3571.01       0.230791E-004  0.552754E-006   1120.84        8.70999        4.18414      -0.101960E+008
  715.333        87179.6        3477.65       0.208815E-004  0.656180E-006   1151.99        8.08647        3.88461      -0.101149E+008
  732.346        87179.6        3477.61       0.209485E-004  0.656861E-006   1157.98        8.08376        3.88331      -0.100962E+008
  749.359        87179.6        3477.56       0.210127E-004  0.657544E-006   1163.69        8.08106        3.88201      -0.100775E+008
  766.372        87179.6        3507.77       0.218397E-004  0.604998E-006   1151.58        8.32886        4.00105      -0.101022E+008
  783.385        87179.6        3506.93       0.219153E-004  0.606281E-006   1157.27        8.32271        3.99810      -0.100827E+008
  800.397        87179.6        3506.33       0.219973E-004  0.607779E-006   1162.65        8.31481        3.99431      -0.100630E+008
  817.410        87179.6        3505.29       0.220592E-004  0.608853E-006   1167.95        8.31041        3.99219      -0.100435E+008
  834.423        87179.6        3504.51       0.221275E-004  0.610137E-006   1172.97        8.30426        3.98924      -0.100238E+008
  851.436        87179.6        3503.74       0.221943E-004  0.611429E-006   1177.79        8.29808        3.98627      -0.100040E+008
  868.449        87179.6        3503.00       0.222587E-004  0.612717E-006   1182.42        8.29192        3.98331      -0.998418E+007
  885.462        87179.6        3386.69       0.249339E-004  0.548749E-006   1229.98        8.92850        4.28911      -0.110566E+008
  902.474        87179.6        3385.30       0.250192E-004  0.549947E-006   1234.75        8.92294        4.28644      -0.110351E+008
  919.487        87179.6        3383.91       0.251034E-004  0.551151E-006   1239.36        8.91736        4.28376      -0.110135E+008
  936.500        87179.6        3382.51       0.251864E-004  0.552362E-006   1243.82        8.91179        4.28108      -0.109919E+008
  953.513        87179.6        3381.09       0.252685E-004  0.553580E-006   1248.13        8.90621        4.27840      -0.109704E+008
  970.526        87179.6        3393.12       0.230738E-004  0.562078E-006   1243.95        8.80975        4.23207      -0.109677E+008
  987.538        87179.6        3391.79       0.231422E-004  0.563228E-006   1248.02        8.80427        4.22944      -0.109465E+008
  1004.55        87179.6        3390.45       0.232101E-004  0.564385E-006   1251.95        8.79878        4.22680      -0.109252E+008
  1021.56        87179.6        3389.11       0.232773E-004  0.565547E-006   1255.77        8.79328        4.22415      -0.109039E+008
  1038.58        87179.6        3387.77       0.233440E-004  0.566716E-006   1259.46        8.78776        4.22150      -0.108825E+008
  1055.59        87179.6        3382.91       0.194027E-004  0.635660E-006   1251.04        8.25844        3.96723      -0.105949E+008
  1072.60        87179.6        3382.44       0.194734E-004  0.637410E-006   1254.15        8.24876        3.96257      -0.105680E+008
  1089.62        87179.6        3381.75       0.195407E-004  0.639112E-006   1257.23        8.23970        3.95822      -0.105429E+008
  1106.63        87179.6        3381.01       0.196071E-004  0.640811E-006   1260.22        8.23076        3.95393      -0.105181E+008
  1123.64        87179.6        3380.47       0.196763E-004  0.642572E-006   1263.05        8.22124        3.94935      -0.104916E+008
  1140.65        87179.6        3380.09       0.197476E-004  0.644386E-006   1265.74        8.21126        3.94456      -0.104636E+008
  1157.67        87179.6        3379.07       0.198100E-004  0.646044E-006   1268.52        8.20304        3.94061      -0.104410E+008
  1174.68        87179.6        3378.32       0.198760E-004  0.647782E-006   1271.13        8.19406        3.93630      -0.104160E+008
  1191.69        87179.6        3377.57       0.199420E-004  0.649529E-006   1273.66        8.18507        3.93198      -0.103910E+008
  1208.71        87179.6        3376.70       0.200063E-004  0.651257E-006   1276.14        8.17638        3.92781      -0.103669E+008
  1225.72        87179.6        3375.95       0.200725E-004  0.653028E-006   1278.50        8.16733        3.92346      -0.103416E+008
  1242.73        87179.6        3375.50       0.201429E-004  0.654888E-006   1280.70        8.15744        3.91871      -0.103138E+008
  1259.74        87179.6        3374.24       0.202018E-004  0.656545E-006   1283.06        8.14978        3.91503      -0.102929E+008
  1276.76        87179.6        3373.34       0.202660E-004  0.658309E-006   1285.24        8.14110        3.91086      -0.102687E+008
  1293.77        87179.6        3372.44       0.203302E-004  0.660082E-006   1287.35        8.13241        3.90668      -0.102446E+008
  1310.78        87179.6        3371.62       0.203958E-004  0.661888E-006   1289.36        8.12347        3.90239      -0.102197E+008
  1327.79        87179.6        3370.55       0.204579E-004  0.663640E-006   1291.38        8.11519        3.89841      -0.101968E+008
  1344.81        87179.6        3369.51       0.205204E-004  0.665410E-006   1293.33        8.10683        3.89440      -0.101737E+008
  1361.82        87179.6        3368.58       0.205849E-004  0.667222E-006   1295.17        8.09811        3.89021      -0.101495E+008
  1378.83        87179.6        3367.56       0.206482E-004  0.669021E-006   1296.98        8.08964        3.88614      -0.101260E+008
  1395.85        87179.6        3366.54       0.207116E-004  0.670830E-006   1298.73        8.08116        3.88206      -0.101026E+008
  1412.86        87179.6        3365.48       0.207748E-004  0.672643E-006   1300.43        8.07273        3.87802      -0.100793E+008
  1429.87        87179.6        3364.43       0.208381E-004  0.674467E-006   1302.07        8.06430        3.87396      -0.100560E+008
  1446.88        87179.6        3363.34       0.209012E-004  0.676295E-006   1303.67        8.05592        3.86994      -0.100329E+008
  1463.90        87179.6        3362.25       0.209645E-004  0.678133E-006   1305.20        8.04753        3.86591      -0.100098E+008
  1480.91        87179.6        3361.13       0.210277E-004  0.679977E-006   1306.69        8.03919        3.86190      -0.998685E+007
  1497.92        87179.6        3360.01       0.210911E-004  0.681832E-006   1308.13        8.03084        3.85789      -0.996388E+007
  1514.94        87179.6        3358.86       0.211543E-004  0.683693E-006   1309.52        8.02253        3.85390      -0.994108E+007
  1531.95        87179.6        3357.72       0.212178E-004  0.685565E-006   1310.85        8.01421        3.84990      -0.991825E+007
  1548.96        87179.6        3356.54       0.212812E-004  0.687443E-006   1312.14        8.00592        3.84592      -0.989557E+007
  1565.97        87179.6        3355.37       0.213449E-004  0.689333E-006   1313.39        7.99762        3.84193      -0.987287E+007
  1582.99        87179.6        3354.17       0.214086E-004  0.691230E-006   1314.58        7.98936        3.83796      -0.985031E+007
  1600.00        87179.6        3352.97       0.214725E-004  0.693139E-006   1315.73        7.98108        3.83399      -0.982773E+007
  273.000        88461.7        3652.82       0.209746E-004  0.477610E-006   744.567        9.28887        4.46223      -0.104796E+008
  290.013        88461.7        3651.56       0.218575E-004  0.478371E-006   788.094        9.28741        4.46153      -0.104665E+008
  307.026        88461.7        3650.25       0.226410E-004  0.479163E-006   826.448        9.28575        4.46073      -0.104528E+008
  324.038        88461.7        3649.05       0.233390E-004  0.479950E-006   860.500        9.28406        4.45992      -0.104383E+008
  341.051        88461.7        3647.55       0.239639E-004  0.480821E-006   890.986        9.28189        4.45887      -0.104234E+008
  358.064        88461.7        3646.30       0.245257E-004  0.481646E-006   918.420        9.27990        4.45792      -0.104080E+008
  375.077        88461.7        3644.80       0.250332E-004  0.482541E-006   943.283        9.27751        4.45677      -0.103921E+008
  392.090        88461.7        3643.35       0.254936E-004  0.483444E-006   965.914        9.27500        4.45557      -0.103758E+008
  409.103        88461.7        3642.02       0.259133E-004  0.484336E-006   986.608        9.27249        4.45436      -0.103591E+008
  426.115        88461.7        3640.26       0.262979E-004  0.485319E-006   1005.66        9.26955        4.45295      -0.103422E+008
  443.128        88461.7        3638.72       0.266513E-004  0.486278E-006   1023.21        9.26664        4.45155      -0.103248E+008
  460.141        88461.7        3555.74       0.228300E-004  0.603804E-006   1046.25        8.57077        4.11727      -0.102821E+008
  477.154        88461.7        3554.53       0.230696E-004  0.605199E-006   1061.08        8.56557        4.11477      -0.102641E+008
  494.167        88461.7        3553.21       0.232935E-004  0.606628E-006   1074.95        8.56024        4.11220      -0.102459E+008
  511.179        88461.7        3551.93       0.235029E-004  0.608074E-006   1087.92        8.55479        4.10959      -0.102274E+008
  528.192        88461.7        3550.63       0.237000E-004  0.609531E-006   1100.10        8.54934        4.10697      -0.102087E+008
  545.205        88461.7        3549.13       0.238863E-004  0.611043E-006   1111.58        8.54364        4.10423      -0.101898E+008
  562.218        88461.7        3579.57       0.220918E-004  0.543784E-006   1054.68        8.75638        4.20643      -0.103066E+008
  579.231        88461.7        3578.73       0.222250E-004  0.544658E-006   1064.46        8.75214        4.20439      -0.102888E+008
  596.244        88461.7        3578.12       0.223486E-004  0.545417E-006   1073.65        8.74833        4.20256      -0.102710E+008
  613.256        88461.7        3577.11       0.224705E-004  0.546386E-006   1082.55        8.74370        4.20034      -0.102528E+008
  630.269        88461.7        3576.56       0.225814E-004  0.547121E-006   1090.84        8.73997        4.19854      -0.102347E+008
  647.282        88461.7        3576.11       0.226861E-004  0.547802E-006   1098.68        8.73644        4.19685      -0.102165E+008
  664.295        88461.7        3575.38       0.227895E-004  0.548634E-006   1106.29        8.73232        4.19487      -0.101981E+008
  681.308        88461.7        3574.85       0.228864E-004  0.549360E-006   1113.47        8.72860        4.19308      -0.101796E+008
  698.321        88461.7        3573.75       0.229864E-004  0.550394E-006   1120.59        8.72369        4.19073      -0.101608E+008
  715.333        88461.7        3573.29       0.230752E-004  0.551089E-006   1127.12        8.72009        4.18900      -0.101421E+008
  732.346        88461.7        3572.90       0.231601E-004  0.551749E-006   1133.35        8.71662        4.18733      -0.101234E+008
  749.359        88461.7        3482.29       0.208339E-004  0.651787E-006   1162.67        8.10977        3.89581      -0.100428E+008
  766.372        88461.7        3482.27       0.208968E-004  0.652481E-006   1168.12        8.10686        3.89441      -0.100240E+008
  783.385        88461.7        3511.25       0.217354E-004  0.601976E-006   1156.43        8.34679        4.00967      -0.100479E+008
  800.397        88461.7        3510.45       0.218077E-004  0.603248E-006   1161.88        8.34060        4.00670      -0.100284E+008
  817.410        88461.7        3509.88       0.218782E-004  0.604574E-006   1167.02        8.33377        4.00342      -0.100088E+008
  834.423        88461.7        3508.88       0.219460E-004  0.605803E-006   1172.13        8.32817        4.00072      -0.998908E+007
  851.436        88461.7        3508.17       0.220112E-004  0.607074E-006   1176.93        8.32197        3.99774      -0.996933E+007
  868.449        88461.7        3507.47       0.220738E-004  0.608331E-006   1181.55        8.31586        3.99481      -0.994953E+007
  885.462        88461.7        3389.03       0.248443E-004  0.546766E-006   1229.80        8.94115        4.29519      -0.110200E+008
  902.474        88461.7        3387.65       0.249291E-004  0.547954E-006   1234.57        8.93560        4.29252      -0.109984E+008
  919.487        88461.7        3386.26       0.250127E-004  0.549149E-006   1239.18        8.93005        4.28986      -0.109769E+008
  936.500        88461.7        3384.86       0.250952E-004  0.550350E-006   1243.64        8.92449        4.28719      -0.109554E+008
  953.513        88461.7        3383.44       0.251767E-004  0.551558E-006   1247.95        8.91894        4.28452      -0.109338E+008
  970.526        88461.7        3395.56       0.229877E-004  0.559973E-006   1243.79        8.82268        4.23828      -0.109308E+008
  987.538        88461.7        3394.23       0.230557E-004  0.561114E-006   1247.85        8.81722        4.23565      -0.109096E+008
  1004.55        88461.7        3392.90       0.231231E-004  0.562260E-006   1251.78        8.81174        4.23302      -0.108883E+008
  1021.56        88461.7        3391.56       0.231898E-004  0.563413E-006   1255.59        8.80625        4.23039      -0.108670E+008
  1038.58        88461.7        3390.22       0.232560E-004  0.564572E-006   1259.29        8.80075        4.22774      -0.108456E+008
  1055.59        88461.7        3388.88       0.233218E-004  0.565738E-006   1262.88        8.79524        4.22510      -0.108241E+008
  1072.60        88461.7        3387.53       0.233870E-004  0.566909E-006   1266.36        8.78971        4.22244      -0.108026E+008
  1089.62        88461.7        3383.00       0.193999E-004  0.634820E-006   1257.50        8.26554        3.97064      -0.105188E+008
  1106.63        88461.7        3382.39       0.194675E-004  0.636532E-006   1260.45        8.25625        3.96617      -0.104930E+008
